Customer_ID,churn,months,totcalls,totmou,totrev,adjrev,adjmou,adjqty,phones,marital,income,creditcd
1000025,0,52,4761,14984,1312.65,1297.63,14983,4760,2,M,6,N
1000026,0,54,2048,3896,1614.8,1588.22,3848,2019,3,U,9,Y
1000027,1,52,13600,30020.16,3513.41,3410.02,29860.16,13535,3,M,9,Y
1000028,0,58,8893,16916,1944.11,1906.69,16904,8887,2,S,1,Y
1000029,1,56,17915,42715,3829.33,3530.39,42354,17729,5,B,6,Y
1000031,1,58,3195,8864.016667,2028.12,2031.06,8796.02,3156,3,B,9,N
1000032,0,54,1665,3256,1615.61,1554.93,3226,1656,2,U,3,Y
1000033,0,52,4178,9279,1830.13,1830.13,9194,4120,4,M,5,Y
1000034,0,58,657,1522,1174.43,929.35,1502,646,2,M,7,Y
1000035,0,56,3897,6246.02,1873.74,1837.18,6207.02,3879,2,A,9,Y
1000036,0,54,22974,55673.23,4566.18,4345.2,54702.23,22668,4,U,7,Y
1000037,0,56,2139,3827,1518.34,1517.47,3827,2139,5,M,9,Y
1000038,1,52,1226,3109,1006.81,967.07,3074,1210,1,M,7,Y
1000039,1,58,9655,16089.60333,2362.05,2291.63,15771.6,9454,3,M,9,Y
1000040,1,54,3599,5970.016667,1591.01,1365.48,5894.02,3545,4,M,9,Y
1000041,0,57,5676,13430,2741.17,2709.95,13403,5660,3,M,8,Y
1000042,0,53,2858,4832,1451.04,1451.04,4818,2850,4,M,9,Y
1000044,1,55,318,1370,968.88,968.28,1317,304,1,M,6,Y
1000045,1,57,3683,8471,2382.62,2340.31,8434,3671,3,M,6,Y
1000046,1,55,11193,35976.01667,3808.91,3749.51,35811.02,11110,2,B,9,Y
1000047,1,51,2908,4672,1555,1504.75,4665,2904,1,M,5,Y
1000048,1,53,14937,32772,3187.88,3127.38,32612,14853,8,M,5,Y
1000049,1,55,5104,9615,1803.31,1778.65,9584,5087,5,M,7,Y
1000051,1,51,5742,19818.04,2870.33,2755.59,19477.04,5614,3,M,3,Y
1000052,1,53,4186,6269.126667,1421.72,1390.86,6198.13,4146,2,M,8,Y
1000053,1,51,2103,4640,1702.17,1666.24,4626,2095,3,M,3,Y
1000054,0,55,9700,25170.02,3310.08,3217.5,24898.02,9626,4,M,9,Y
1000055,1,55,5052,7942,2399.93,2352.93,7914,5027,1,M,7,Y
1000057,1,55,11822,35711,3836.3,3761.17,35410,11668,3,S,6,Y
1000058,0,50,208,481,1048.76,1048.76,290,145,1,B,7,N
1000059,1,55,3794,8925.07,2415.79,2377.51,8908.07,3781,2,M,7,Y
1000060,0,53,3604,10721,2811.89,2704.07,10307,3415,1,A,7,Y
1000061,1,50,3709,5037,1719.71,1708.42,4989,3674,3,M,5,N
1000062,0,50,6008,12776,2191.84,2128.51,12748,5994,2,M,5,Y
1000063,0,50,7714,14451,3872.66,3722.83,14071,7545,3,B,6,Y
1000065,0,54,4680,14131.01667,3341.61,3273.14,13975.02,4563,4,S,6,Y
1000066,0,50,27916,58808.64333,4231.59,4022.65,56903.64,27017,8,M,6,Y
1000067,1,54,20309,48234.07,6499.11,6390.36,48045.07,20206,5,M,9,Y
1000068,1,56,46322,93239,5316.61,5150.61,91324,45551,18,S,6,Y
1000069,1,56,5930,13075,2130.37,1890.58,13054,5911,1,M,6,Y
1000070,1,54,14080,24958.11333,2762.23,2673.52,24602.11,13928,2,A,9,Y
1000071,0,50,17767,37287.02,3724.66,3619.66,37080.02,17625,4,S,3,Y
1000072,1,50,3931,16488.01667,2954.67,2831.82,16411.02,3887,4,M,6,Y
1000073,0,56,666,1002,957.03,927.91,986,650,1,B,4,Y
1000075,0,50,35647,73746.97,6770.5,6638.5,73126.97,35314,7,U,7,N
1000076,0,52,14444,39416.08667,3130.78,3030.77,38900.09,14212,7,S,7,Y
1000077,1,56,15804,51246.21333,3956.34,3856.34,51060.21,15736,6,U,5,Y
1000078,0,54,636,799,1155.7,936.2,796,633,2,M,7,Y
1000079,1,52,1194,2184,1458.92,1402.47,2134,1169,4,M,4,Y
1000081,0,52,12566,23282,2805.23,2749.73,23077,12472,7,M,7,Y
1000083,0,54,82054,159001.3467,9157.72,8991.98,157103.35,80905,7,U,7,Y
1000084,0,54,9288,33739,3064.01,2992.34,33656,9237,7,M,7,Y
1000085,0,56,23248,56408.07333,4933.34,4603.86,56000.07,23081,8,M,7,Y
1000086,0,50,48462,87509.44667,4947.72,4695.39,87509.45,48462,13,U,4,Y
1000087,0,56,13715,35938.10333,4509.02,4491.69,35913.1,13703,8,S,8,Y
1000088,0,52,5541,25371,3688.26,3601.16,25277,5499,10,S,1,Y
1000089,0,50,26957,47486.04,4001.18,3908.68,47445.04,26934,5,S,2,Y
1000090,1,56,1693,4909,1402.64,1357.16,4835,1671,3,M,5,Y
1000091,0,50,8530,14851.02,2629.27,2547.98,14450.02,8345,3,U,6,Y
1000092,0,50,11530,20402.21667,2039.23,1940.11,20243.22,11410,3,M,5,Y
1000093,0,52,23298,88248,5455.38,5311.83,87209,22641,9,S,7,Y
1000094,0,52,2987,18586,2898.72,2795.97,18057,2930,5,A,9,Y
1000095,0,56,12808,43342,4414.7,4331.1,43025,12704,3,M,7,Y
1000096,0,52,554,787,990.88,973.88,784,551,1,M,6,Y
1000097,0,54,2144,4951,1536.65,1508.79,4946,2139,4,B,1,N
1000098,1,52,26723,58683.05,4316.34,4220.44,58619.05,26685,5,M,6,Y
1000099,0,56,13174,39348,4984.62,4870.35,38608,12942,2,M,4,Y
1000100,0,54,13749,46945.17,4413.79,4308.26,46806.17,13693,4,M,7,Y
1000102,0,50,25904,73379.10333,4753.44,4667.67,73368.1,25898,4,S,4,Y
1000104,1,54,18841,41961,3525.73,3431.43,41590,18674,7,B,6,N
1000105,0,52,1663,3441,1803.27,1761.18,3301,1611,4,S,6,Y
1000108,1,50,11021,21669.11333,3340.74,3247.19,21481.11,10885,2,A,4,Y
1000110,1,52,30811,67742.45,4811.88,4660.8,66573.45,30278,11,M,9,Y
1000111,0,54,92076,155186,7997.44,7628.44,155186,92076,24,M,6,Y
1000112,1,52,6417,13275.05333,1347.22,1319.32,13126.05,6327,2,U,5,Y
1000113,0,50,931,3118,1284.5,1244.51,3100,923,1,S,6,Y
1000114,1,50,21647,38143.03333,3585.21,3530.13,38013.03,21573,5,M,8,Y
1000115,0,52,39755,95177.01667,5793.13,5727.57,94228.02,39292,9,M,7,Y
1000116,1,56,3361,10712,1960.56,1936.69,10687,3345,3,M,6,Y
1000117,0,52,878,2607,405.83,281.45,1848,696,3,U,5,N
1000118,0,54,35934,75351.91667,6165.85,6067.2,74863.92,35701,11,M,2,Y
1000119,0,54,33075,54202.03,5419.91,5278,53866.03,32864,4,M,7,Y
1000120,1,50,239,765,1026.04,986.36,763,237,2,S,1,Y
1000121,0,54,1660,9703,2501.99,2465.46,9682,1652,1,S,3,Y
1000122,0,56,40188,99927.12,5721,5471.75,98201.12,39440,15,M,9,Y
1000124,1,54,46979,121258.25,6769.75,6597.53,120228.25,46638,12,S,3,Y
1000126,0,56,10759,18695,2972.76,2930.98,18693,10757,3,S,6,Y
1000127,0,54,4156,7679,4293.64,3949.48,7424,4040,4,A,6,Y
1000128,0,50,52296,114237.7667,7437.16,7296.09,113511.77,51952,6,S,6,Y
1000129,0,52,28061,72377.03333,4998.28,4867.08,71311.03,27632,9,M,9,Y
1000132,1,52,7621,19175,2191.61,2138.38,19160,7615,2,M,7,Y
1000133,0,54,9553,20980.03667,2684.93,2684.93,20405.04,9318,4,U,6,Y
1000134,1,52,7299,14648,4307.11,4162.52,14116,7077,4,M,7,Y
1000135,0,49,17506,33967.03333,3637.23,3553.64,33680.03,17385,3,M,5,Y
1000136,0,56,572,1057,1108.15,1083.83,1032,555,2,M,7,Y
1000137,0,49,4529,8377.036667,2503.84,2467.38,8352.04,4510,4,M,8,Y
1000138,1,49,4152,6525.75,1597.31,1546.2,6424.75,4090,3,A,4,Y
1000140,1,53,20008,48539.06333,4701.1,4435.22,48387.06,19967,3,M,6,Y
1000141,1,55,901,1997,1104.32,1104.32,1933,873,1,M,6,Y
1000143,0,53,56029,126950.6833,11911.76,11799.31,126743.68,55932,11,U,5,N
1000144,1,55,19297,32950.25333,4133.51,4043.41,32629.25,19122,6,M,4,Y
1000145,1,51,15848,30841.09333,4425.28,4394.31,30841.09,15848,2,U,7,Y
1000146,1,51,18446,39884.29,4271.11,4137.76,38956.29,18167,4,M,4,Y
1000147,0,51,4090,10895,2091.04,1996.04,10801,4025,1,M,7,Y
1000148,1,53,26791,59100,4725.59,4649.03,58899,26662,9,B,1,Y
1000149,1,55,17151,54187.15,4831.82,4560.67,54070.15,17117,7,B,6,Y
1000152,1,53,3416,8373.163333,2114.12,2019.2,8306.16,3378,5,M,7,Y
1000154,0,55,29114,77792.05,5810.38,5686.69,77588.05,29045,8,S,3,Y
1000155,1,49,2820,4322,1733.22,1698.13,4291,2793,5,M,8,Y
1000156,1,53,37445,62631,4350.65,4217.55,61403,36867,14,U,5,Y
1000158,0,51,10231,28202,3067.2,2748.55,27690,10109,3,M,9,Y
1000159,1,51,38175,60027.15667,4153.88,4042.59,59754.16,37996,6,M,7,Y
1000160,0,51,2705,10130,2793.6,2704.46,10025,2678,2,U,6,Y
1000161,1,55,1051,1806,1710.13,1660.78,1785,1036,1,M,7,Y
1000162,0,55,26839,73420.04,5754.55,5640.61,72781.04,26586,11,M,4,Y
1000163,1,49,10370,39548.23,4082.29,4015.87,38844.23,10148,2,M,9,Y
1000164,0,49,2793,4907,1400.34,1355.27,4837,2746,2,M,4,N
1000165,1,51,20057,62951.03333,4040.71,3924.43,62414.03,19971,6,A,9,Y
1000166,1,53,4638,14626.01667,2731.38,2622.27,14572.02,4610,6,S,3,Y
1000167,0,51,581,1742,1155.14,1119.4,1727,575,3,A,6,Y
1000168,1,51,20235,71967.37,4552.73,4434.18,71720.37,20173,4,B,6,Y
1000169,0,51,3834,5880,1591.14,1550.8,5829,3811,5,S,3,Y
1000171,0,53,2420,5756.02,1452.06,1233.71,5754.02,2419,5,A,4,Y
1000172,0,49,15674,22650,2624.01,2562.72,22626,15658,4,M,7,Y
1000173,1,51,12670,25588.10667,2741.67,2503.64,25371.11,12551,5,M,7,Y
1000174,1,51,16223,42351.05,3319.79,3226.62,42036.05,16074,5,A,8,Y
1000175,0,49,478,831,753.75,732.67,811,460,1,M,6,Y
1000176,0,53,28062,91200.08667,5170.45,5035.45,90046.09,27705,6,A,6,Y
1000177,0,53,6889,16377,3106.82,3009.13,16210,6794,6,S,6,Y
1000178,1,55,56824,98938,5100.74,4766.11,98327,56530,6,M,5,Y
1000179,1,51,42111,107547.05,7369.29,7224.29,106972.05,41884,8,M,6,Y
1000180,1,53,33194,78886.78667,7974.17,7889.71,78697.79,33130,4,A,6,Y
1000181,0,49,12623,29886.03667,3321.54,3247.35,29669.04,12518,4,M,5,Y
1000182,1,51,17183,41620.65667,4987.4,4880.2,41396.66,17081,3,M,7,Y
1000183,1,51,7864,23412,2558.26,2550.93,23228,7812,3,U,2,N
1000184,1,49,15289,32015.03667,3204.4,3079.4,31539.04,15048,4,U,5,Y
1000185,0,53,1842,3295,1822.44,1772.44,3147,1763,6,M,6,Y
1000187,0,51,1577,3059,1297.56,1265.89,2935,1521,3,M,7,Y
1000188,1,49,18890,46903.43,4272.38,4170.79,46698.43,18819,2,U,9,Y
1000189,0,55,50044,107198.0167,6956.08,6873.82,107138.02,50022,7,S,1,Y
1000190,0,55,9821,22135,4393.01,4306.31,22094,9805,4,M,1,Y
1000192,1,49,2878,9775.053333,2004.44,1937.15,9557.05,2818,1,B,4,Y
1000193,1,51,16861,38139.25333,4286.46,4187.27,37954.25,16775,4,S,5,Y
1000194,1,55,15839,39970,5731.79,5695.21,39889,15798,9,S,6,Y
1000195,1,51,1528,3623.02,1650.41,1628.31,3611.02,1519,1,M,6,Y
1000197,1,49,46039,97840.04,6237.25,6105.9,97657.04,45943,9,M,9,Y
1000198,1,49,497,1186,1547.93,1525.25,1186,497,1,S,6,Y
1000199,1,55,1005,3320,1293.48,1280.18,3211,964,2,B,7,Y
1000200,0,51,78825,125485.1867,8233.95,8136.81,125319.19,78736,5,S,6,Y
1000201,1,49,1006,1942,1450.25,1397.45,1822,956,1,M,9,Y
1000202,1,55,33091,75100.02,4678.5,4623.36,75047.02,33067,5,M,9,Y
1000203,1,51,41065,106177,4807.11,4714.57,105943,41022,7,U,4,Y
1000204,1,51,460,1061,1290.23,1272.31,1059,458,2,M,8,Y
1000205,0,53,11991,23846,2824.1,2764.42,23781,11953,4,M,4,Y
1000207,0,49,2136,4813.03,1708.84,1683.75,4790.03,2124,3,M,7,Y
1000208,1,53,781,1856,1398.75,1377.48,1852,778,1,M,5,Y
1000209,1,53,1476,4954,1458.61,1232.94,4941,1467,9,S,7,Y
1000210,0,49,53619,120999.05,7149.29,7052.9,120977.05,53602,8,M,5,Y
1000211,0,55,36892,67399.05667,6179.28,6084.73,66608.06,36472,8,A,5,Y
1000212,0,51,23924,53022.4,4590.73,4508.53,52793.4,23808,7,S,4,Y
1000215,1,49,1791,5387,2463.19,2411.58,5387,1791,1,U,9,N
1000216,0,53,13205,27398.05,4224.85,3954.85,27398.05,13205,5,U,9,Y
1000218,1,53,1027,2132.15,1972.03,1914.86,2104.15,1010,1,M,9,Y
1000219,1,49,26063,35906.02,3085.92,2791.92,35562.02,25807,10,U,5,Y
1000220,1,51,72085,102388.08,4599.14,4484.14,102201.08,71978,10,M,6,Y
1000221,1,53,25580,67355.11,4826.35,4723.87,66878.11,25367,3,U,6,Y
1000224,1,49,36493,59837.48,4437.82,4360.4,59833.48,36492,12,M,5,Y
1000225,1,55,14702,40689.04,3415.63,3340.28,40488.04,14592,3,B,5,Y
1000226,1,49,2765,8004.05,2086.01,2056.76,7925.05,2735,1,S,8,N
1000227,1,53,9479,31269.05667,3709.8,3590.98,30739.06,9273,1,S,7,Y
1000228,1,49,10995,17078.02,2502.94,2418.04,16934.02,10928,2,S,6,Y
1000229,1,51,54976,110529.08,5919.04,5840.36,110208.08,54808,5,U,5,Y
1000230,0,55,31468,56590.13333,4561.3,4407.7,55255.13,30691,5,B,3,Y
1000232,1,49,62,105,523.5,505,105,62,2,U,1,N
1000233,0,53,19242,46888.07,5290.23,5194.13,46504.07,19175,11,S,7,Y
1000234,1,53,10632,28325,3111.91,3070.16,28271,10609,4,S,1,Y
1000235,1,53,9265,21567.03333,3077.4,2696.95,21380.03,9187,5,M,9,Y
1000236,1,49,22055,44297.81333,4180.74,4010.34,43414.81,21626,4,B,5,N
1000237,1,51,10286,23244,1931.94,1840.44,23076,10199,3,S,6,Y
1000238,0,55,9230,26166.99,4839.7,4682.81,25896.99,9173,4,A,6,Y
1000239,1,53,74039,137951.9133,7864.56,7641.66,135682.91,72994,14,B,7,Y
1000240,0,55,12550,29652,4284.61,4162.11,29471,12478,2,M,9,Y
1000241,1,55,16473,30430.06,3280.96,3189.29,30085.06,16232,3,S,9,Y
1000242,1,51,15841,25147,3294.59,3226.26,25089,15814,5,U,6,Y
1000244,0,51,7352,19719.2,2418.79,2328.79,19623.2,7316,5,M,7,Y
1000245,1,51,18657,59255.24333,7918.65,7832.15,58824.24,18472,3,S,8,Y
1000246,0,49,32064,50155,3968.35,3889.52,49870,31874,6,U,5,Y
1000247,1,55,80295,143007,6820.52,6683.02,142431,79930,6,A,2,Y
1000248,1,51,8857,23622.08667,3972.85,3675.6,23428.09,8813,3,M,9,Y
1000249,1,49,4655,8821.32,2498.57,2436.37,8666.32,4553,2,B,6,N
1000251,1,55,40397,115477.92,10160.96,9976.01,113987.92,39848,2,S,5,Y
1000252,1,49,9634,28030,7639.59,7544.59,27780,9558,10,U,8,Y
1000253,0,51,1963,2987,2330.92,2274.25,2981,1960,1,M,6,Y
1000254,0,51,12905,30634.32333,3601.46,3497.33,30079.32,12629,6,U,8,N
1000255,1,48,35148,84028.47333,6572.7,6468.14,83917.47,35118,4,U,7,Y
1000256,1,48,3930,7950.096667,2561.87,2492.49,7882.1,3890,3,S,7,Y
1000257,1,51,29914,59143,3986.52,3849.02,58768,29686,3,M,9,Y
1000258,1,53,16481,47415.02,3200.6,3051.97,46359.02,16089,4,M,8,Y
1000260,1,55,2533,5143,1477.52,1477.52,5140,2530,1,S,9,Y
1000261,0,53,14255,49459,3600.87,3453.29,48735,14024,3,U,6,Y
1000262,1,51,13927,29169.16333,3099.1,2973.12,28504.16,13577,5,M,7,Y
1000263,0,53,20314,39115.76,3488.23,3393.86,38556.76,20097,1,M,7,Y
1000265,0,55,5245,17771,2795.87,2735.87,17749,5232,4,M,7,Y
1000266,1,48,4634,10461,1702.37,1556.64,9513,4293,5,U,6,Y
1000267,1,50,12215,34383.09,4546.29,4171.16,34240.09,12169,4,U,5,Y
1000269,1,48,15898,54832.14333,3750.49,3657.94,54455.14,15757,7,M,9,Y
1000270,1,53,26258,62200,4779.75,4469.4,61758,26115,2,M,1,Y
1000271,1,50,4594,11551.12333,2497.87,2422.95,11376.12,4499,4,M,7,Y
1000272,1,50,2816,5441,987.55,958.88,5317,2731,4,S,1,Y
1000273,1,52,7789,24355,3202.98,3166.81,24352,7788,3,S,9,Y
1000274,0,54,40653,70637,4691.51,4586.51,70314,40436,14,M,6,Y
1000275,1,54,13128,62265.14,5633.1,5534.91,61871.14,13046,2,M,2,Y
1000276,1,48,963,2413,1313.98,1282.48,2346,921,1,U,6,N
1000277,1,48,3328,8769,1934.78,1821.74,8479,3187,2,M,9,Y
1000278,1,54,16315,52035,4281,4213.43,51195,15996,9,M,4,Y
1000279,1,50,32467,107484.8333,8658.3,8516.09,106832.83,32245,2,M,6,N
1000280,1,48,7974,12701,1775.28,1755.53,12691,7966,3,M,4,Y
1000281,1,50,1713,3962,1700.46,1676.96,3864,1680,1,S,5,Y
1000282,1,54,36144,76125,4948.25,4671.75,76125,36144,5,B,9,Y
1000283,1,54,12490,33463.06667,4454.76,4184.79,33391.07,12453,7,M,7,Y
1000286,1,48,1708,3488,2237.41,2099.51,3433,1686,4,U,8,Y
1000287,1,48,13335,47478.37667,4333.4,4255.9,47478.38,13335,5,U,5,Y
1000288,0,54,1144,2197,1305.26,1284.59,2197,1144,1,M,6,Y
1000289,0,52,11604,32802.11333,3817.33,3732.33,32726.11,11570,5,B,4,N
1000290,1,50,1350,3795.186667,1473.06,1429.06,3734.19,1326,2,M,9,Y
1000291,1,54,8526,21610.15333,3603.77,3483.47,21246.15,8371,2,U,5,Y
1000292,1,52,23549,34938,3150.42,3019.77,34110,22907,5,U,1,Y
1000294,1,52,575,1655,1131.33,1101.32,1481,480,2,S,6,Y
1000295,0,48,9831,22328.02,4413.02,4314.35,22020.02,9698,7,M,9,Y
1000296,0,48,21566,60025,4231.28,4125.3,59869,21507,8,M,6,Y
1000297,1,50,6122,10494,2818.93,2543.73,10454,6095,6,A,9,Y
1000298,1,54,3641,11405.15,3048.34,3012.57,11405.15,3641,1,A,3,Y
1000299,1,54,60976,112961.1167,8772.57,8602.79,111960.12,60472,2,M,8,Y
1000300,0,48,34323,83578.12,5637.34,5329.89,83361.12,34213,4,B,5,N
1000301,1,48,54269,92628.16667,5166.97,5076.97,92489.17,54179,8,M,4,Y
1000302,0,48,26835,81144.07,4434.66,4402.23,80644.07,26704,6,B,6,Y
1000303,1,48,2691,5517,2194.11,2127.44,5497,2683,2,S,4,Y
1000304,0,50,18268,66914.13667,4335.08,4224.78,66561.14,18164,4,U,3,Y
1000305,0,48,2221,14628,1769.34,1732.01,14628,2221,3,U,6,Y
1000306,1,50,3073,6565.12,2101.01,2014.14,6285.12,2972,5,S,3,Y
1000307,0,50,21418,46919.82,4807.52,4496.02,46919.82,21418,5,S,6,Y
1000308,1,54,12681,36184.88,3524.42,3445.52,35937.88,12619,2,M,7,Y
1000309,1,48,12996,32945.1,3680.56,3619.01,32087.1,12603,4,U,5,Y
1000310,0,48,32439,64480,4981.19,4900.43,63876,32165,9,M,8,Y
1000311,1,48,42006,101256.4633,6208.5,6121,101138.46,41968,9,U,5,N
1000312,0,50,9650,25004.01667,2925.26,2863.14,24923.02,9619,3,A,9,Y
1000313,1,50,3915,5524,1402.83,1374.58,5474,3886,3,U,6,Y
1000314,1,50,14020,30179,3140.37,3058.87,30080,13979,10,U,3,Y
1000315,1,50,64778,105123.4667,5844.21,5709.46,104817.47,64579,13,A,6,Y
1000316,1,54,19653,64545.22667,5999.76,5929.61,64385.23,19614,8,S,4,Y
1000317,1,50,7906,21396.19333,2883.66,2811.99,21355.19,7884,2,U,8,Y
1000318,0,52,77444,174467.38,12719.22,12625.72,174383.38,77419,8,B,2,Y
1000319,1,52,18788,43617.09,4085.68,3992.54,42619.09,18388,7,A,6,Y
1000320,0,52,563,765,1036.25,1009.02,718,535,2,M,6,Y
1000321,0,48,14457,44219,3889.9,3824.9,44148,14425,5,B,3,N
1000322,0,52,24339,77753.06333,6008.41,5922.33,77675.06,24328,8,M,9,Y
1000324,0,50,39205,72848.36667,5394.27,5309.92,72716.37,39167,7,M,7,Y
1000325,0,48,13453,42141.78,5093.85,5018.55,42102.78,13439,9,U,6,Y
1000326,1,48,668,1828,1322.21,1089.66,1772,635,1,M,9,Y
1000327,0,48,6033,12578.30333,1971.57,1944.07,12552.3,6021,4,M,9,Y
1000328,0,52,8858,19529.78,3220.3,3199.3,19483.78,8848,4,M,7,Y
1000329,0,52,35739,58142.03333,4326.05,4272.58,58088.03,35695,3,S,5,Y
1000330,1,50,30604,85758.20333,9037.68,8752.86,85079.2,30301,5,B,2,Y
1000331,1,48,25956,50989.48333,3425.81,3304.45,50547.48,25687,7,S,4,Y
1000332,0,48,35145,72310.53667,5103.11,4961.54,71284.54,34817,3,U,5,N
1000334,1,48,18417,35764.02,3519.07,3435.31,35561.02,18305,6,B,4,Y
1000335,1,50,12521,54130.05,4202.66,4078.49,53431.05,12257,3,U,6,Y
1000336,1,52,8720,17785.13333,3102.06,2797.3,17423.13,8515,3,M,7,Y
1000337,1,48,551,1385,1689.98,1441.63,1377,549,1,U,4,Y
1000338,1,48,3576,7567.036667,1786.92,1728.59,7556.04,3568,3,U,1,Y
1000339,1,48,4843,23810.03667,3637.94,3574.51,23669.04,4796,2,S,5,Y
1000340,0,54,34112,71579.38333,4798.47,4687.07,70937.38,33790,5,M,6,Y
1000341,0,54,25330,87422.01667,6648,6453.41,86069.02,24948,8,B,5,Y
1000342,0,48,30847,85122.19,5251.64,5103.65,83907.19,30353,12,S,7,Y
1000343,0,50,24418,90972.09,9504.92,9414.25,90972.09,24418,3,S,9,Y
1000344,0,48,12184,25041,2735.6,2678.93,24992,12169,4,M,3,Y
1000345,0,50,18957,42018,3499.34,3207.38,41771,18819,3,A,3,Y
1000346,1,54,13934,26534.13333,3396.97,3322.89,26353.13,13829,1,S,7,Y
1000347,0,48,21688,47535.42667,4643.68,4539.7,47325.43,21600,4,B,6,Y
1000348,0,50,1056,2102.02,1424.26,1419.12,2078.02,1040,3,M,6,Y
1000350,1,54,34993,85027.15333,4903.09,4804.09,84797.15,34889,6,S,6,Y
1000352,1,48,8534,20632.24333,2975.09,2883.31,20416.24,8411,7,U,7,Y
1000353,0,48,19331,37185.52,3525.28,3456.63,37129.52,19295,7,A,4,N
1000354,1,54,5363,15487,1989.04,1910.57,15259,5270,3,S,6,Y
1000355,0,48,14350,24833.45,3153.28,3071.66,24703.45,14263,8,U,1,N
1000357,0,52,11114,32562.12,4058.92,4026.41,32550.12,11106,4,S,7,Y
1000358,0,52,27152,56580.44667,4675.58,4538.77,55965.45,26871,3,S,9,Y
1000359,0,50,436,1653.016667,1129.35,1093.87,1453.02,381,2,A,6,Y
1000360,0,52,38139,68641,4156.3,4042.59,68387,37994,3,A,7,N
1000362,1,52,9977,21329,2623.58,2554.79,21043,9818,6,M,9,Y
1000363,1,54,15889,30469.11333,3323.84,3247.7,30260.11,15750,8,M,5,Y
1000364,0,52,61552,112342.6833,6723.69,6385.29,111768.68,61205,13,U,4,Y
1000365,0,50,56931,101165.04,4776.17,4672.14,100792.04,56738,8,B,6,Y
1000367,0,50,2436,7117,1698.51,1598.57,7051,2401,2,S,7,Y
1000368,1,48,15172,33518.12667,3902.14,3798.11,33344.13,15105,4,S,5,Y
1000369,0,54,15433,35600.04667,4637.83,4394.7,35434.05,15328,8,M,6,Y
1000370,0,50,26783,46943.05,4798.08,4751.63,46527.05,26553,5,A,8,Y
1000371,1,52,8645,20276.01667,2962.26,2659.45,20082.02,8573,3,S,4,Y
1000372,1,52,7036,22065.02,2428.12,2338.55,21255.02,6849,4,M,8,Y
1000373,1,54,3881,11260.02,2201.23,2167.97,11109.02,3807,2,M,6,Y
1000374,1,50,4616,12780,1308.71,1187.33,11950,4244,4,U,7,N
1000375,1,48,14908,30599.84,4559.37,4407.03,29414.84,14391,8,M,6,Y
1000376,0,52,36144,97024.02,6370.52,5997.59,96712.02,36019,2,U,8,Y
1000377,1,54,14647,34569.28667,4239,3933,34357.29,14549,1,M,5,Y
1000378,1,52,6119,11655.53667,2932.51,2639.48,11642.54,6113,4,B,9,Y
1000379,0,52,14720,44925.17,5364.54,5277.55,44769.17,14672,3,S,6,N
1000380,0,54,3608,7761,1957.77,1869.06,7720,3588,2,M,5,Y
1000381,0,48,15149,57023.05,4332.39,4028.76,56900.05,15104,3,S,7,Y
1000382,0,50,23270,84029.02,8003.03,7925.53,84011.02,23268,3,M,8,Y
1000383,0,48,2932,6538.036667,2279.79,2224.96,6491.04,2907,2,M,4,Y
1000385,1,50,31735,88159,5793.59,5692.9,87257,31423,6,U,7,Y
1000386,1,52,24382,41673.05,4006.59,3927.88,41643.05,24368,6,B,3,Y
1000387,1,52,28284,78485,5827.73,5644.38,78027,28085,10,M,9,Y
1000388,1,50,932,1987,1097.44,1054.16,1925,886,2,M,5,Y
